Name;;2000-12-31;2001-01-31;2001-02-28;2001-03-30;2001-04-30;2001-05-31;2001-06-29;2001-07-31;2001-08-31;2001-09-28;2001-10-31;2001-11-30;2001-12-31;2002-01-31;2002-02-28;2002-03-29;2002-04-30;2002-05-31;2002-06-28;2002-07-31;2002-08-30;2002-09-30;2002-10-31;2002-11-29;2002-12-31;2003-01-31;2003-02-28;2003-03-31;2003-04-30;2003-05-30;2003-06-30;2003-07-31;2003-08-29;2003-09-30;2003-10-31;2003-11-28;2003-12-31;2004-01-30;2004-02-27;2004-03-31;2004-04-30;2004-05-31;2004-06-30;2004-07-30;2004-08-31;2004-09-30;2004-10-29;2004-11-30;2004-12-31;2005-01-31;2005-02-28;2005-03-31;2005-04-29;2005-05-31;2005-06-30;2005-07-29;2005-08-31;2005-09-30;2005-10-31;2005-11-30;2005-12-30;2006-01-31;2006-02-28;2006-03-31;2006-04-28;2006-05-31;2006-06-30;2006-07-31;2006-08-31;2006-09-29;2006-10-31;2006-11-30;2006-12-29;2007-01-31;2007-02-28;2007-03-30;2007-04-30;2007-05-31;2007-06-29;2007-07-31;2007-08-31;2007-09-28;2007-10-31;2007-11-30;2007-12-31;2008-01-31;2008-02-29;2008-03-31;2008-04-30;2008-05-30;2008-06-30;2008-07-31;2008-08-29;2008-09-30;2008-10-31;2008-11-28;2008-12-31;2009-01-30;2009-02-27;2009-03-31;2009-04-30;2009-05-29;2009-06-30;2009-07-31;2009-08-31;2009-09-30;2009-10-30;2009-11-30;2009-12-31;2010-01-29;2010-02-26;2010-03-31;2010-04-30;2010-05-31;2010-06-30;2010-07-30;2010-08-31;2010-09-30;2010-10-29;2010-11-30;2010-12-31;2011-01-31;2011-02-28;2011-03-31;2011-04-29;2011-05-31;2011-06-30;2011-07-29;2011-08-31;2011-09-30;2011-10-31;2011-11-30;2011-12-30;2012-01-31;2012-02-29;2012-03-30;2012-04-30;2012-05-31;2012-06-29;2012-07-31;2012-08-31;2012-09-28;2012-10-31;2012-11-30;2012-12-31;2013-01-31;2013-02-28;2013-03-29;2013-04-30;2013-05-31;2013-06-28;2013-07-31;2013-08-30;2013-09-30;2013-10-31;2013-11-29;2013-12-31
total liabilities;Consumer Goods;2604000;2604000;2604000;2604000;2604000;2604000;2604000;2604000;2604000;2252000;2252000;2252000;2252000;2252000;2252000;2252000;2252000;2252000;2252000;2252000;2252000;3469000;3469000;3469000;3469000;3469000;3469000;3469000;3469000;3469000;3469000;3469000;3469000;3571000;3571000;3571000;3571000;3571000;3571000;3571000;3571000;3571000;3571000;3571000;3571000;3545000;3545000;3545000;3545000;3545000;3545000;3545000;3545000;3545000;3545000;3545000;3545000;4432000;4432000;4432000;4432000;4432000;4432000;4432000;4432000;4432000;4432000;4432000;4432000;4000000;4000000;4000000;4000000;4000000;4000000;4000000;4000000;4000000;4000000;4000000;4000000;3825000;3825000;3825000;3825000;3825000;3825000;3825000;3825000;3825000;3825000;3825000;3825000;3988000;3988000;3988000;3988000;3988000;3988000;3988000;3988000;3988000;3988000;3988000;3988000;3978000;3978000;3978000;3978000;3978000;3978000;3978000;3978000;3978000;3978000;3978000;3978000;8468000;8468000;8468000;8468000;8468000;8468000;8468000;8468000;8468000;8468000;8468000;8468000;10400000;10400000;10400000;10400000;10400000;10400000;10400000;10400000;10400000;10400000;13790000;13790000;13790000;13790000;13790000;13790000;13790000;13790000;13790000;13790000;13790000;13790000;NA;NA;NA;NA;NA;NA
Excess return;Consumer Goods;;-0,141949715;-0,165446166;-0,436523242;-0,245312785;0,00037563;-0,201915066;-0,197676698;-0,082555241;-0,328101887;-0,219268571;-0,157097071;-0,368211703;-0,270707376;-0,391989504;-0,400019312;-0,033431103;-0,054859436;-0,207296846;-0,109815167;-0,199581111;-0,200106287;0,04603433;0,13725811;-0,259870169;-0,064736523;-0,181192669;-0,13581358;0,097226262;-0,117596732;-0,046435583;0,006429131;0,023875041;-0,159771964;-0,014228132;0,10124702;-0,046160583;-0,17272375;-0,092971997;-0,120157496;-0,15173363;-0,150517376;-0,061128144;-0,101332274;-0,112920031;-0,012621483;-0,026021703;0,020909896;-0,046304903;-0,15316282;-0,099153399;-0,172605398;-0,103300751;-0,158792748;-0,017260263;0,0364149;-0,108543059;-0,067615114;-0,194997774;-0,110034852;-0,035203449;0,005832143;-0,043687794;-0,098148492;-0,124423706;-0,276833768;-0,272989331;-0,177476004;-0,092154127;-0,157344776;0,046786305;-0,096758819;-0,104242083;-0,028593733;-0,089171006;-0,161782875;-0,098642514;-0,284317103;-0,258973134;-0,12570839;-0,194148402;-0,311993276;-0,087857297;-0,280097527;-0,212077649;-0,445798802;-0,057350557;-0,323803346;-0,22053946;-0,349428518;-0,239221878;-0,008222691;-0,125597663;-0,141656129;-0,181254648;-0,030327488;0,109437432;-0,130018287;-0,327022927;-0,014195211;-0,102135924;-0,043189681;-0,065861733;0,034122982;-0,249306793;-0,094738317;-0,159773418;-0,142308283;-0,003857707;-0,257369143;-0,149830438;-0,09833525;-0,142614162;-0,203065535;-0,139012072;-0,015669951;-0,191706984;-0,053705682;-0,120236353;-0,043653844;-0,07315771;-0,255958307;-0,150342419;-0,224652208;-0,168749465;-0,24092984;-0,16941382;-0,139100481;-0,1994361;-0,221894295;0,002152508;-0,100321628;-0,091929865;-0,132574005;-0,174006422;-0,126228805;-0,169763406;-0,229535009;-0,175714716;-0,090457847;-0,122006721;-0,101791147;-0,115620117;-0,112829935;-0,175265799;-0,214069615;-0,17136396;-0,234532221;-0,130607974;-0,227203718;-0,042487904;-0,132280466;-0,201292508;0,050536688;-0,071795407;-0,173105327;0,018611263
Risk premium;Consumer Goods;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3;6,3
Beta adj;Consumer Goods;1,2413;1,1852;1,2612;1,3054;1,3158;1,3139;1,2308;1,2419;1,2571;1,1564;1,0729;0,8292;0,8383;0,8358;0,8348;0,8528;0,8502;0,7793;0,6365;0,5444;0,5271;0,5014;0,4971;0,4322;0,403;0,4162;0,3;0,2747;0,2313;0,2121;0,2565;0,2615;0,171;0,2339;0,2269;0,4353;0,3932;0,4998;0,5315;0,5444;0,5358;0,5374;0,5356;0,5193;0,5473;0,5634;0,5164;0,5165;0,5336;0,4441;0,4145;0,5168;0,5756;0,577;0,6085;0,5168;0,5034;0,5474;0,6287;0,6365;0,7205;0,6643;0,6435;0,6155;0,7257;0,7773;0,8231;0,8263;0,7965;0,84;0,8391;0,847;0,8215;0,8251;0,7704;1,0438;1,0907;1,186;1,0785;1,0901;1,0435;1,0532;1,1548;0,9702;1,2748;1,4499;1,4989;1,4509;1,4022;1,433;0,9643;0,9384;0,6524;0,6195;0,6179;0,6226;0,6085;0,6834;0,7501;0,7603;0,8159;0,7935;0,8626;0,8431;0,8902;0,8674;0,8481;0,8593;0,8043;0,7762;0,7362;0,7542;0,7867;0,7902;0,9227;1,0445;1,0419;1,1112;1,0971;1,0937;1,0552;1,0462;1,0681;1,0707;1,2151;1,2132;1,0801;1,1289;1,1387;1,2852;1,2889;1,2167;1,1329;1,1864;1,1593;1,1461;1,1751;1,1959;1,1549;1,1545;1,1437;1,159;1,1618;1,11;0,984;0,9915;0,9901;0,9696;0,6561;0,4875;0,4838;0,4677;0,5022;0,1856;0,2334;0,249
VO monthly avg;Consumer Goods; 176.50 ; 227.25 ; 115.37 ; 228.40 ; 136.77 ; 269.38 ; 187.28 ; 141.57 ; 168.85 ; 172.27 ; 256.99 ; 370.93 ; 343.00 ; 254.85 ; 214.52 ; 316.98 ; 406.99 ; 200.20 ; 286.44 ; 366.62 ; 228.50 ; 356.20 ; 427.79 ; 155.60 ; 129.80 ; 89.22 ; 151.43 ; 200.29 ; 160.38 ; 340.32 ; 300.99 ; 646.72 ; 541.98 ; 530.29 ; 383.07 ; 556.95 ; 317.99 ; 528.86 ; 453.73 ; 271.75 ; 1581.42 ; 552.34 ; 504.25 ; 410.27 ; 387.83 ; 463.78 ; 417.71 ; 999.51 ; 780.48 ; 641.15 ; 772.03 ; 577.07 ; 718.11 ; 639.97 ; 608.33 ; 501.70 ; 685.96 ; 605.53 ; 547.39 ; 653.91 ; 544.64 ; 1037.46 ; 990.81 ; 732.33 ; 641.45 ; 1025.11 ; 2041.17 ; 1183.40 ; 1405.86 ; 840.07 ; 1281.39 ; 786.90 ; 940.79 ; 816.01 ; 891.16 ; 1410.15 ; 414.99 ; 1065.84 ; 1694.01 ; 887.78 ; 1114.72 ; 728.95 ; 1117.42 ; 840.19 ; 647.51 ; 690.78 ; 1034.50 ; 1026.83 ; 462.06 ; 1548.05 ; 1088.02 ; 1189.00 ; 948.73 ; 751.20 ; 441.41 ; 1002.77 ; 1270.30 ; 1313.47 ; 766.49 ; 868.47 ; 533.43 ; 922.54 ; 823.17 ; 1232.89 ; 1253.07 ; 1187.76 ; 946.00 ; 1281.63 ; 800.63 ; 1310.66 ; 917.41 ; 1672.41 ; 1254.58 ; 1440.19 ; 637.53 ; 325.04 ; 553.58 ; 992.28 ; 789.94 ; 1089.76 ; 481.07 ; 701.98 ; 925.38 ; 1670.72 ; 925.87 ; 758.35 ; 1084.94 ; 379.39 ; 715.73 ; 441.94 ; 936.99 ; 796.57 ; 653.10 ; 930.12 ; 472.49 ; 572.60 ; 279.59 ; 398.79 ; 733.60 ; 333.15 ; 358.39 ; 381.33 ; 373.99 ; 369.01 ; 243.48 ; 499.89 ; 618.36 ; 1058.39 ; 285.73 ; 522.76 ; 641.37 ; 275.71 ; 387.92 ; 504.37 ; 515.88 ; 283.81 ; 162.12 
Total assets;Consumer Goods;4513000;4513000;4513000;4513000;4513000;4513000;4513000;4513000;4513000;4206000;4206000;4206000;4206000;4206000;4206000;4206000;4206000;4206000;4206000;4206000;4206000;6863000;6863000;6863000;6863000;6863000;6863000;6863000;6863000;6863000;6863000;6863000;6863000;7579000;7579000;7579000;7579000;7579000;7579000;7579000;7579000;7579000;7579000;7579000;7579000;8299000;8299000;8299000;8299000;8299000;8299000;8299000;8299000;8299000;8299000;8299000;8299000;10058000;10058000;10058000;10058000;10058000;10058000;10058000;10058000;10058000;10058000;10058000;10058000;9798000;9798000;9798000;9798000;9798000;9798000;9798000;9798000;9798000;9798000;9798000;9798000;8638000;8638000;8638000;8638000;8638000;8638000;8638000;8638000;8638000;8638000;8638000;8638000;8850000;8850000;8850000;8850000;8850000;8850000;8850000;8850000;8850000;8850000;8850000;8850000;9166000;9166000;9166000;9166000;9166000;9166000;9166000;9166000;9166000;9166000;9166000;9166000;16633000;16633000;16633000;16633000;16633000;16633000;16633000;16633000;16633000;16633000;16633000;16633000;19336000;19336000;19336000;19336000;19336000;19336000;19336000;19336000;19336000;19336000;22880000;22880000;22880000;22880000;22880000;22880000;22880000;22880000;22880000;22880000;22880000;22880000;NA;NA;NA;NA;NA;NA
Net sales;Consumer Goods;3788000;3788000;3788000;3788000;3788000;3788000;3788000;3788000;3788000;4083000;4083000;4083000;4083000;4083000;4083000;4083000;4083000;4083000;4083000;4083000;4083000;5966000;5966000;5966000;5966000;5966000;5966000;5966000;5966000;5966000;5966000;5966000;5966000;9056000;9056000;9056000;9056000;9056000;9056000;9056000;9056000;9056000;9056000;9056000;9056000;9933000;9933000;9933000;9933000;9933000;9933000;9933000;9933000;9933000;9933000;9933000;9933000;11939000;11939000;11939000;11939000;11939000;11939000;11939000;11939000;11939000;11939000;11939000;11939000;12907000;12907000;12907000;12907000;12907000;12907000;12907000;12907000;12907000;12907000;12907000;12907000;12610000;12610000;12610000;12610000;12610000;12610000;12610000;12610000;12610000;12610000;12610000;12610000;12922000;12922000;12922000;12922000;12922000;12922000;12922000;12922000;12922000;12922000;12922000;12922000;13224000;13224000;13224000;13224000;13224000;13224000;13224000;13224000;13224000;13224000;13224000;13224000;15741000;15741000;15741000;15741000;15741000;15741000;15741000;15741000;15741000;15741000;15741000;15741000;30340800;30340800;30340800;30340800;30340800;30340800;30340800;30340800;30340800;30340800;32210000;32210000;32210000;32210000;32210000;32210000;32210000;32210000;32210000;32210000;32210000;32210000;NA;NA;NA;NA;NA;NA
common equity;Consumer Goods;1910000;1910000;1910000;1910000;1910000;1910000;1910000;1910000;1910000;1933000;1933000;1933000;1933000;1933000;1933000;1933000;1933000;1933000;1933000;1933000;1933000;3394000;3394000;3394000;3394000;3394000;3394000;3394000;3394000;3394000;3394000;3394000;3394000;4008000;4008000;4008000;4008000;4008000;4008000;4008000;4008000;4008000;4008000;4008000;4008000;4754000;4754000;4754000;4754000;4754000;4754000;4754000;4754000;4754000;4754000;4754000;4754000;5626000;5626000;5626000;5626000;5626000;5626000;5626000;5626000;5626000;5626000;5626000;5626000;5798000;5798000;5798000;5798000;5798000;5798000;5798000;5798000;5798000;5798000;5798000;5798000;4813000;4813000;4813000;4813000;4813000;4813000;4813000;4813000;4813000;4813000;4813000;4813000;4831000;4831000;4831000;4831000;4831000;4831000;4831000;4831000;4831000;4831000;4831000;4831000;5154000;5154000;5154000;5154000;5154000;5154000;5154000;5154000;5154000;5154000;5154000;5154000;8107000;8107000;8107000;8107000;8107000;8107000;8107000;8107000;8107000;8107000;8107000;8107000;8849000;8849000;8849000;8849000;8849000;8849000;8849000;8849000;8849000;8849000;9005000;9005000;9005000;9005000;9005000;9005000;9005000;9005000;9005000;9005000;9005000;9005000;NA;NA;NA;NA;NA;NA
Turnover ratio;Consumer Goods;0,16%;0,20%;0,10%;0,20%;0,12%;0,24%;0,17%;0,13%;0,15%;0,15%;0,23%;0,33%;0,30%;0,23%;0,19%;0,28%;0,36%;0,18%;0,25%;0,33%;0,20%;0,32%;0,38%;0,14%;0,12%;0,08%;0,13%;0,18%;0,10%;0,20%;0,18%;0,39%;0,33%;0,32%;0,23%;0,33%;0,19%;0,31%;0,27%;0,16%;0,94%;0,32%;0,29%;0,24%;0,23%;0,27%;0,24%;0,58%;0,45%;0,37%;0,45%;0,33%;0,41%;0,36%;0,35%;0,29%;0,39%;0,35%;0,31%;0,37%;0,31%;0,59%;0,56%;0,41%;0,36%;0,58%;1,15%;0,66%;0,79%;0,47%;0,72%;0,44%;0,53%;0,46%;0,50%;0,79%;0,23%;0,59%;0,94%;0,49%;0,62%;0,40%;0,62%;0,47%;0,36%;0,38%;0,57%;0,57%;0,26%;0,86%;0,62%;0,68%;0,54%;0,43%;0,25%;0,59%;0,75%;0,77%;0,45%;0,51%;0,31%;0,54%;0,48%;0,72%;0,73%;0,70%;0,55%;0,75%;0,47%;0,77%;0,54%;0,98%;0,74%;0,84%;0,37%;0,19%;0,32%;0,58%;0,46%;0,64%;0,28%;0,41%;0,54%;0,98%;0,54%;0,44%;0,64%;0,22%;0,42%;0,26%;0,43%;0,36%;0,30%;0,42%;0,21%;0,26%;0,13%;0,18%;0,33%;0,15%;0,16%;0,17%;0,17%;0,17%;0,11%;0,23%;0,28%;0,46%;0,12%;0,23%;0,28%;0,12%;0,17%;0,22%;0,22%;0,12%;0,07%
Return monthly;Consumer Goods;;0,056317885;0,030809434;-0,232183042;-0,041917385;0,20105133;-0,015874666;-0,013436998;0,103542059;-0,148148687;-0,046375871;-0,002257471;-0,199998803;-0,096151976;-0,214897104;-0,214092912;0,137931497;0,110436464;-0,049997346;0,035082033;-0,053673811;-0,056718087;0,18925163;0,26928671;-0,129981169;0,061184077;-0,063792669;-0,01960748;0,209698162;-0,008434432;0,063823917;0,118003631;0,130948041;-0,050936264;0,090666568;0,22097092;0,069411017;-0,04523635;0,034912503;0,010839704;-0,01787823;-0,014561176;0,077214656;0,035983626;0,026159869;0,127472717;0,111111497;0,140349396;0,068111897;-0,04498452;0,003860101;-0,053846998;0,016262049;-0,038241748;0,100975237;0,1479733;0,004071141;0,047971086;-0,074789674;0,007664648;0,084688051;0,121983043;0,069652706;0,015328008;-0,004604606;-0,150263868;-0,135434031;-0,039619104;0,044705373;-0,024024776;0,179999605;0,035202181;0,025662417;0,099937567;0,037714194;-0,019273475;0,049971586;-0,124599103;-0,105327634;0,02901791;-0,045857902;-0,164991676;0,070445103;-0,133224927;-0,045615249;-0,264705102;0,129330143;-0,137896646;-0,03150086;-0,152149518;-0,086670978;0,142096509;0,004003537;-0,011627629;-0,058826948;0,082146312;0,227122932;-0,001364087;-0,193716627;0,118603689;0,037565776;0,096350819;0,077232067;0,174288282;-0,105474193;0,049657883;-0,015693118;0,002277617;0,137263193;-0,120968543;-0,018349838;0,03387935;-0,006102062;-0,065482935;0,001168028;0,129383549;-0,046567284;0,094699918;0,031630947;0,106599256;0,07966989;-0,103447707;0,003847881;-0,072798108;-0,009298165;-0,08049824;-0,01896752;0,010420219;-0,044998;-0,062576695;0,162303208;0,055630472;0,056792835;0,020619195;-0,022220522;0,022725495;-0,018182106;-0,081893309;-0,036306016;0,049725653;0,015646379;0,038175853;0,024273283;0,020950065;-0,048023799;-0,087555115;-0,04383766;-0,113347421;-0,017473674;-0,120691218;0,066391496;-0,020965366;-0,093903908;0,138179488;0,022958793;-0,078318327;0,018611263
